LocalDateTime,DateTime,hour,minute,BA_total,wind_check,lower_wind,upper_wind,quantile,variance,extracted_hour
2019-02-12T14:15:00.0,2019-02-12T18:15:00.0,18,15,1554.3828289,1.0,1209.4529480350736,1799.1384959,0.4551970605247696,22888.675839859527,14
2019-02-12T14:20:00.0,2019-02-12T18:20:00.0,18,20,1550.5959379,1.0,1209.4529480350736,1799.1384959,0.4455769771768831,22888.675839859527,14
2019-02-12T14:25:00.0,2019-02-12T18:25:00.0,18,25,1546.5505210000001,1.0,1209.4529480350736,1799.1384959,0.43533563921679136,22888.675839859527,14
2019-02-12T14:30:00.0,2019-02-12T18:30:00.0,18,30,1537.59776347,1.0,1166.414748348022,1799.1384959,0.4374183029976582,26991.571172924247,14
2019-02-12T14:35:00.0,2019-02-12T18:35:00.0,18,35,1530.47538857,1.0,1166.414748348022,1799.1384959,0.42107741401073884,26991.571172924247,14
2019-02-12T14:40:00.0,2019-02-12T18:40:00.0,18,40,1529.4544164000001,1.0,1166.414748348022,1799.1384959,0.41874625375570884,26991.571172924247,14
2019-02-12T14:45:00.0,2019-02-12T18:45:00.0,18,45,1534.7597116,1.0,1133.0646029076481,1799.1384959,0.42300293115364773,31083.178818665445,14
2019-02-12T14:50:00.0,2019-02-12T18:50:00.0,18,50,1535.21183596,1.0,1133.0646029076481,1799.1384959,0.4239433114718958,31083.178818665445,14
2019-02-12T14:55:00.0,2019-02-12T18:55:00.0,18,55,1535.7468065,1.0,1133.0646029076481,1799.1384959,0.4250560048172814,31083.178818665445,14
2019-02-12T15:00:00.0,2019-02-12T19:00:00.0,19,0,1533.39028086,1.0,1001.6345211474322,1799.1384959,0.3864353711036051,47129.93401518976,15
2019-02-12T15:05:00.0,2019-02-12T19:05:00.0,19,5,1532.188115,1.0,1001.6345211474322,1799.1384959,0.38467450533157593,47129.93401518976,15
2019-02-12T15:10:00.0,2019-02-12T19:10:00.0,19,10,1534.2010658,1.0,1001.6345211474322,1799.1384959,0.3876229638450279,47129.93401518976,15
2019-02-12T15:15:00.0,2019-02-12T19:15:00.0,19,15,1532.3757375,1.0,999.002270179,1799.1384959,0.38598797561199083,47441.81212497549,15
2019-02-12T15:20:00.0,2019-02-12T19:20:00.0,19,20,1526.5384064,1.0,999.002270179,1799.1384959,0.37748884045409786,47441.81212497549,15
2019-02-12T15:25:00.0,2019-02-12T19:25:00.0,19,25,1527.235799,1.0,999.002270179,1799.1384959,0.37849852346498514,47441.81212497549,15
2019-02-12T15:30:00.0,2019-02-12T19:30:00.0,19,30,1532.0134146,1.0,968.8907906580436,1799.1384959,0.38079099397821325,51054.11272908002,15
2019-02-12T15:35:00.0,2019-02-12T19:35:00.0,19,35,1532.0061294,1.0,968.8907906580436,1799.1384959,0.3807809904340419,51054.11272908002,15
2019-02-12T15:40:00.0,2019-02-12T19:40:00.0,19,40,1536.1034844,1.0,968.8907906580436,1799.1384959,0.38640720134490675,51054.11272908002,15
2019-02-12T15:45:00.0,2019-02-12T19:45:00.0,19,45,1538.28512099,1.0,1016.2660813423053,1799.1384959,0.3890140069531588,45413.818386605475,15
2019-02-12T15:50:00.0,2019-02-12T19:50:00.0,19,50,1539.8595950000001,1.0,1016.2660813423053,1799.1384959,0.39138102218934573,45413.818386605475,15
2019-02-12T15:55:00.0,2019-02-12T19:55:00.0,19,55,1543.5703657,1.0,1016.2660813423053,1799.1384959,0.3969766636153668,45413.818386605475,15
2019-02-12T16:00:00.0,2019-02-12T20:00:00.0,20,0,1549.61342434,1.0,1238.6470850865412,1799.1384959,0.47899687778821753,18692.993684722576,16
2019-02-12T16:05:00.0,2019-02-12T20:05:00.0,20,5,1554.3869637,1.0,1238.6470850865412,1799.1384959,0.49291128361216424,18692.993684722576,16
2019-02-12T16:10:00.0,2019-02-12T20:10:00.0,20,10,1558.2082592,1.0,1238.6470850865412,1799.1384959,0.5040565428127028,18692.993684722576,16
2019-02-12T16:15:00.0,2019-02-12T20:15:00.0,20,15,1561.2152199,1.0,1249.976806332156,1799.1384959,0.5121681566732312,17557.928981446195,16
2019-02-12T16:20:00.0,2019-02-12T20:20:00.0,20,20,1567.4665972999999,1.0,1249.976806332156,1799.1384959,0.5310238514387869,17557.928981446195,16
2019-02-12T16:25:00.0,2019-02-12T20:25:00.0,20,25,1575.0766979,1.0,1249.976806332156,1799.1384959,0.5538772415576875,17557.928981446195,16
