2018-07-18T00:00:00,2018-07-18T01:00:00,2018-07-18T02:00:00,2018-07-18T03:00:00,2018-07-18T04:00:00,2018-07-18T05:00:00,2018-07-18T06:00:00,2018-07-18T07:00:00,2018-07-18T08:00:00,2018-07-18T09:00:00,2018-07-18T10:00:00,2018-07-18T11:00:00,2018-07-18T12:00:00,2018-07-18T13:00:00,2018-07-18T14:00:00,2018-07-18T15:00:00,2018-07-18T16:00:00,2018-07-18T17:00:00,2018-07-18T18:00:00,2018-07-18T19:00:00,2018-07-18T20:00:00,2018-07-18T21:00:00,2018-07-18T22:00:00,2018-07-18T23:00:00,2018-07-19T00:00:00,2018-07-19T01:00:00,2018-07-19T02:00:00,2018-07-19T03:00:00,2018-07-19T04:00:00,2018-07-19T05:00:00,2018-07-19T06:00:00,2018-07-19T07:00:00,2018-07-19T08:00:00,2018-07-19T09:00:00,2018-07-19T10:00:00,2018-07-19T11:00:00,2018-07-19T12:00:00,2018-07-19T13:00:00,2018-07-19T14:00:00,2018-07-19T15:00:00,2018-07-19T16:00:00,2018-07-19T17:00:00,2018-07-19T18:00:00,2018-07-19T19:00:00,2018-07-19T20:00:00,2018-07-19T21:00:00,2018-07-19T22:00:00,2018-07-19T23:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.352399,537.9473487,568.9856509,567.4970229,602.2706607,608.2282697,604.5094631,585.2047281,599.9433702,546.8993011,421.2350613,285.2664461,62.45967423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.8158103,544.7967529,586.2716332,600.2867567,613.6278657,604.0011373,612.9260874,583.4219904,579.3992185,553.5048173,482.8399501,206.1289888,54.53261411,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.1646948,539.8794771,572.5192891,569.8043431,602.6025737,609.7258172,604.5650166,587.6867641,600.330278,548.2784246,422.4692084,286.0375205,64.03257603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.2060007,546.4016203,587.2478585,604.9775443,614.6922527,605.0614567,614.7978884,584.6318081,580.8432488,553.8165751,485.490983,206.4367179,54.53279461,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5845639,545.4327741,574.2486291,569.9167154,604.0804891,609.7888525,605.4484578,588.495896,606.1939585,548.5886106,425.7996002,286.065327,65.02972621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.2124207,547.1743223,588.601923,606.2428256,616.7308754,606.1628293,618.9318872,584.6345447,580.9381294,555.2266127,486.4950112,206.5013723,55.67691329,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.5876314,548.9625266,574.627601,572.7980059,604.9404873,610.0130822,606.1622555,589.3671829,606.6532118,551.0405114,427.6590457,288.7748549,66.31020718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.4560601,548.5618905,590.9229419,608.1743329,618.2210636,607.6688048,621.2193146,586.4897786,581.6038381,557.1558988,490.5064851,207.6379338,57.02018804,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.9427014,552.2283799,574.7949452,572.932503,606.1645112,610.4032198,607.7618637,590.7115108,608.4708779,551.824342,429.0693989,291.978335,66.93668526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.2041104,548.5899812,591.0789097,608.9174129,621.2085971,610.9467491,623.2923369,588.9275068,583.1952939,557.4453649,492.6531142,207.7505406,57.26424435,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.7993651,552.5103825,577.5282021,575.9421319,606.5090751,610.8822784,608.1377648,592.5250531,610.0370529,555.8327627,430.5322713,292.3610194,67.36431101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.138667,549.6522311,591.3028805,609.3140259,623.3373869,615.8548475,624.0662718,589.8350607,584.020673,558.1715285,493.4770117,207.7576047,58.07633853,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.9919518,555.1853376,580.6144938,576.2559229,606.6808801,611.2289061,609.1966612,592.9431687,610.6867776,555.952719,433.3877188,293.9747324,67.83349762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.264349,550.3780515,592.0711458,610.0938547,624.5365479,616.3379211,624.1133413,590.9486141,586.1448917,559.5846194,493.902999,210.6833683,58.16757857,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.8366508,557.2366416,581.277253,577.3830132,607.7668546,611.8571697,612.6602813,593.0527023,610.8232828,558.4927919,434.5952143,296.854629,68.42249692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.6319147,551.374181,594.4698849,610.9304243,624.5999586,616.6204304,626.6611431,590.9523537,588.0085345,561.267945,494.7109193,210.8512985,58.38000995,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.2196161,557.873222,581.4691803,582.0458772,607.7800856,614.862828,613.0490789,595.0817634,610.9870202,559.1955442,435.032442,299.0444866,68.59013835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.8171786,551.6709484,599.9628712,611.6309365,625.0951297,617.2252073,628.4659245,593.9946403,588.7428901,562.0376504,498.1608773,212.7961811,58.52017702,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.6041659,559.5058535,582.7720401,583.0324258,608.3565941,614.941923,615.8610137,596.9513476,614.6193893,559.6574923,437.4163736,300.005912,68.90015931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.2806489,552.0365705,600.6860068,612.8114046,625.1916932,618.1941044,628.5303989,594.6366623,589.9245397,563.8627958,499.4628527,213.0702289,59.44936961,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.2738679,560.0595503,588.5190364,583.6650434,608.4462741,616.4572706,619.3758873,597.4117343,614.6795778,564.6547377,438.19923,301.7488671,68.99097615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.5397127,553.0347198,602.689905,612.8871169,627.7053371,618.5043358,631.2064757,595.4652784,590.6502873,564.1210415,499.6761311,213.2744945,59.58148085,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.9370274,563.3175928,589.1149544,587.7796019,608.8223687,620.9880194,619.4631793,601.9000487,615.2180856,566.8059198,440.8093052,304.5714084,70.02921222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.9025131,554.0390457,603.9359417,613.8305176,627.8668742,624.647095,631.5817729,595.728058,591.2697844,564.6363279,500.7366416,215.4920149,60.21363569,0.0,0.0,0.0,0.0
